index,prob
0,0.999988154931502
1,0.999991360164824
2,0.9999198033051058
3,0.9999313304122065
4,0.9999395896153278
5,0.9999471524051416
6,0.9999465853498694
7,0.9999444922432303
8,0.9999503656929615
9,0.9999310780937473
10,0.9998961141176312
11,0.9998923890174382
12,0.9998993851601857
13,0.9999037423246616
14,0.9998658591950381
15,0.9998729177737304
16,0.9998768874946325
17,0.9997054409344219
18,0.999712190498108
19,0.9997236599210161
20,0.9997446771973891
21,0.9994470389731916
22,0.9994511527892871
23,0.9994701695532853
24,0.9994840664758208
25,0.9995108731284712
26,0.9993811020484338
27,0.9993901630180383
28,0.9994066154084554
29,0.9994128896983084
30,0.9994188947894974
31,0.9994395937284698
32,0.9994455292720923
33,0.9994695111252796
34,0.9994844586470583
35,0.9994917417329455
36,0.9995074964384028
37,0.9995259224428786
38,0.9995145888375505
39,0.9993487814298043
40,0.9993623725548308
41,0.9993792522026124
42,0.9993901845845223
43,0.9993959992368784
44,0.9994026236164866
45,0.9994057236363724
46,0.9994165736958728
47,0.9994249134903924
48,0.9994314620053961
49,0.9994430623699785
50,0.9994577168912783
51,0.9994703378799735
52,0.9994789711142866
53,0.9994845948575205
54,0.9994948265689242
55,0.9994983333228344
56,0.999411716897979
57,0.9994172978743584
58,0.9994229028324881
59,0.999437405442705
60,0.9994477292413534
61,0.9994596408219287
62,0.9994664492066374
63,0.9994767864545187
64,0.9994623225575341
65,0.999469319914336
66,0.9994762143910201
67,0.9994793242946353
68,0.9994838701943569
69,0.9994889786214931
70,0.9994899547853815
71,0.9994998584286525
72,0.9995030851452333
73,0.9995099268328975
74,0.9995072705543554
75,0.9995111519565231
76,0.9995149611745562
77,0.999520617309497
78,0.9995214885893096
79,0.9995331877646741
80,0.9995368607064532
81,0.9995388990944458
82,0.9995368821536764
83,0.9995424759058528
84,0.9994328013574234
85,0.9994385377494637
86,0.9994442068003668
87,0.9994477307395824
88,0.9994566888330085
89,0.999461763958861
90,0.9994667175786803
91,0.9994714305247959
92,0.9994752184106415
93,0.9994799878227112
94,0.9994857683207526
95,0.9994817255073124
96,0.9993736841091454
97,0.9993772586668173
98,0.999383261672452
99,0.9993863021638117
100,0.9993919070922967
101,0.9993968246530265
102,0.9994005974980732
103,0.9994047097097761
104,0.9994166577130221
105,0.9994249243981282
106,0.9993188939186063
107,0.9993254064820534
108,0.9993309463904102
109,0.9993361767480582
110,0.9993392797387823
111,0.9993438183768721
112,0.9993457722753175
113,0.9993474555630091
114,0.9993497437544302
115,0.9992862766324186
116,0.9992910376895557
117,0.9992980866766662
118,0.9992882923858901
119,0.9992859058454501
120,0.9992912167168599
121,0.9992937812215342
122,0.9992961688302561
123,0.9992989530645567
124,0.9990704220129513
125,0.9990785136597681
126,0.9990827895032673
127,0.9990804497366778
128,0.9990876532706616
129,0.999092359209432
130,0.9990967240570667
131,0.9990898009595272
132,0.9990946417410028
133,0.9991060473821448
134,0.9991124570555753
135,0.9991026995362046
136,0.9991062469883322
137,0.9991089557791821
138,0.9991119045673347
139,0.9991153471020265
140,0.9991178253938724
141,0.9991218357223484
142,0.9991250989084522
143,0.999128870316712
144,0.9991340356487248
145,0.9991408815723912
146,0.9991471933848479
147,0.9991466747302307
148,0.9991518914529256
149,0.9991603322308179
150,0.9991633481374929
151,0.9991569667095904
152,0.9991643270539603
153,0.9991674892221742
154,0.9991699559872976
155,0.9991764686108934
156,0.999180581827404
157,0.9991849332574049
158,0.9991874809864684
159,0.9991906883392648
160,0.9991968705432828
161,0.9991849505389857
162,0.9991911156708654
163,0.9991154180738443
164,0.9991186849121315
165,0.999121540639014
166,0.9991270701942992
167,0.9991296648109265
168,0.9991326996441949
169,0.999135916378389
170,0.9991382313980413
171,0.9991384644513102
172,0.9991437585559892
173,0.9991489450234309
174,0.999152824177119
175,0.9991567635014744
176,0.999158335184348
177,0.9989258001165054
178,0.9989310902669335
179,0.9989333637274883
180,0.998937081378077
181,0.9989426156372645
182,0.998949929180285
183,0.9989532417318376
184,0.9989647208769887
185,0.9989229423999778
186,0.9988726318389896
187,0.9988782504699456
188,0.9988839398540272
189,0.9988907942424288
190,0.9988889773426923
191,0.9988977132618695
192,0.9989036558159478
193,0.998909971599916
194,0.9989164169008842
195,0.9989170057676384
196,0.9989215640323773
197,0.9989216002866742
198,0.9989287639196255
199,0.9989358484975989
200,0.9989351041633538
201,0.9989435584459447
202,0.9989469531804611
203,0.9989476053376471
204,0.9989543397360479
205,0.9989565478193627
206,0.9989602189230979
207,0.9989625144844548
208,0.9989652349792416
209,0.9989698948659352
210,0.9989785433607568
211,0.9989832287913507
212,0.9989864138391539
213,0.998969110493455
214,0.9989768910645498
215,0.9989279035513424
216,0.998932883023385
217,0.9989406371756715
218,0.9989442287956368
219,0.9989507446224275
220,0.9989553591610796
221,0.9989569910587256
222,0.998962887267878
223,0.9989675141270196
224,0.998973568009737
225,0.9989777504389266
226,0.9989673859311864
227,0.9989714649587551
228,0.9989746957672698
229,0.9989772157585184
230,0.998975815096841
231,0.9989826832843405
232,0.9989918662483771
233,0.9989947439262566
234,0.9989968408235834
235,0.9990035790877598
236,0.9989778030698198
237,0.9989810568455355
238,0.9989842247148276
239,0.9989873943480813
240,0.9989908907321888
241,0.9989934272900665
242,0.9989884583272595
243,0.9989908200901255
244,0.9989521086402714
245,0.9989572929185997
246,0.9989638486040778
247,0.9989710364721395
248,0.9989746886527159
249,0.998860236729636
250,0.9988631974054734
251,0.9988662986758126
252,0.998868025126847
253,0.9988734014775089
254,0.9988777811999169
255,0.9988813067604896
256,0.998883187168165
257,0.9988849728645898
258,0.9988881457368026
259,0.9988934143904182
260,0.9988985277610836
261,0.9988767327345065
262,0.998837624814846
263,0.9988410775249994
264,0.9988451697308095
265,0.9988504373109305
266,0.9988378073770492
267,0.9988416963640848
268,0.99884597987788
269,0.9988500540905029
270,0.9988517760941082
271,0.9988536502895323
272,0.9988552357523347
273,0.998818253912586
274,0.9988247057088504
275,0.9988275043025058
276,0.9988326775376104
277,0.9988372102722485
278,0.9988405640452992
279,0.9988431008880276
280,0.9988479746432809
281,0.9988502975116911
282,0.998844211300237
283,0.9988474778915112
284,0.998849313508658
285,0.9988499928454689
286,0.9988534105661306
287,0.9988489328773227
288,0.9987597058199772
289,0.9987604083402527
290,0.9987641821711672
291,0.9987461094213954
292,0.9987437196920466
293,0.9987511729280255
294,0.9987591517508619
295,0.9987610865390999
296,0.998765855651942
297,0.9987436479951074
298,0.9987460216203989
299,0.9987502955964357
300,0.9987522737238634
301,0.9987076693088466
302,0.9987097585982364
303,0.9987114243087813
304,0.9987163930650783
305,0.998718304566618
306,0.998720191599913
307,0.9986846452220361
308,0.9986881057086417
309,0.9986907970834344
310,0.9986942620184863
311,0.9986958153677653
312,0.9986987563207964
313,0.9987010917419927
314,0.9987047784053138
315,0.9987071330104532
316,0.9987104584477263
317,0.9987152520646254
318,0.9987189430389688
319,0.9987216139246635
320,0.9987227807479064
321,0.9987240887006806
322,0.9987255851805245
323,0.9987270702453318
324,0.9986488137824917
325,0.9986529663687611
326,0.9986558933116316
327,0.9986580930481527
328,0.9986602576205144
329,0.9986644805761031
330,0.998667023787727
331,0.9986701597613741
332,0.9986735844888902
333,0.9986781156109806
334,0.9986858762658274
335,0.9986897640003333
336,0.9986898528714404
337,0.9986932818321226
338,0.9986972473099178
339,0.9987001883841007
340,0.9987046146826601
341,0.9987084169041873
342,0.9987137540952163
343,0.9987154584036648
344,0.9987177649951391
345,0.9987244595331344
346,0.9987267656977207
347,0.9987295502762313
348,0.998730605527462
349,0.9987345193252943
350,0.9986762771111983
351,0.998679587718893
352,0.998682438555689
353,0.9986850622009518
354,0.9986786510621106
355,0.9986796439342499
356,0.9986647162561593
357,0.998663297070588
358,0.998668920178747
359,0.9985904646504438
360,0.9985929146580895
361,0.9985958258522376
362,0.9985692814666719
363,0.9985730178975202
364,0.9985759936454354
365,0.9985803476378631
366,0.9985848592934421
367,0.9985874309408493
368,0.9985897694339188
369,0.9985899333401097
370,0.9985952676621563
371,0.998586881749851
372,0.9985931166687053
373,0.9985938707286464
374,0.9985971505602
375,0.9986001619621815
376,0.9986043827606458
377,0.9986056516896293
378,0.998601649994026
379,0.9986044740309
380,0.9986072355790294
381,0.9986096971415922
382,0.9986125007572739
383,0.9986144360101108
384,0.9986210729091547
385,0.9986258847078324
386,0.9986273580332801
387,0.9986292626164092
388,0.9986311532413148
389,0.9986332602075136
390,0.9986294679793738
391,0.9986339901713654
392,0.9986368426171235
393,0.9986380962561606
394,0.9986445495551494
395,0.9986463472390533
396,0.998648061553886
397,0.9986517344056577
398,0.9986536399197701
399,0.9986557614625623
400,0.9986591049456475
401,0.9986628126917626
402,0.9986664548378145
403,0.9986677065825815
404,0.9986700862449324
405,0.9986726546369216
406,0.9986776968933587
407,0.9986789806642455
408,0.9986811698771263
409,0.9986849129711418
410,0.9986880230795728
411,0.9986912669870259
412,0.9986830460526915
413,0.9986695961418146
414,0.9986725492533914
415,0.9986763583952288
416,0.9986771019106274
417,0.9986802670044833
418,0.9986047173027397
419,0.9986061108368662
420,0.998608237111999
421,0.9986116157830206
422,0.9986171558706576
423,0.9986195846112395
424,0.9986210740385332
425,0.9986242420495245
426,0.9986244857036546
427,0.9986008168013939
428,0.9986026370867226
429,0.998605030635673
430,0.9986080202812948
431,0.9986090872035934
432,0.9986113752263435
433,0.9986149601628804
434,0.9986161653249598
435,0.9986175031042035
436,0.9986197668536771
437,0.9986242185988078
438,0.998629039278722
439,0.9986316034947491
440,0.9986340719210273
441,0.9986378900653491
442,0.9986303725674371
443,0.9986063934457426
444,0.998611651135867
445,0.9986138577016647
446,0.998617647116183
447,0.998620365029317
448,0.9986232837353255
449,0.998623855701267
450,0.9986284910902301
451,0.9986337912489056
452,0.9986383787532724
453,0.9985949575343438
454,0.9985892537165092
455,0.9985937712837962
456,0.9985967338255843
457,0.9985958763122729
458,0.9986009858029173
459,0.9985819834760877
460,0.9985392210136691
461,0.9985415968865375
462,0.9985422431412226
463,0.9985454623789372
464,0.9985476861295334
465,0.9985228251992749
466,0.9985262249375727
467,0.9985310215719582
468,0.9984947764558776
469,0.998492395002976
470,0.998481462013456
471,0.9984844369929036
472,0.99843962424638
473,0.998444289357023
474,0.998445868394815
475,0.9984510269326738
476,0.9983985451048483
477,0.9984021869361077
478,0.9984044022475203
479,0.9984062478384053
480,0.9984086580094828
481,0.9984097492843697
482,0.9984146710278322
483,0.998394758493637
484,0.9983982037540132
485,0.9983986549266192
486,0.9984020098422938
487,0.9984032490131511
488,0.9984082585105643
489,0.9984104498813183
490,0.9984116410679128
491,0.9984164365308458
492,0.9984176155887479
493,0.9984184129576804
494,0.9984228105864359
495,0.9983871182180241
496,0.9983892385283608
497,0.998389514435695
498,0.9983923859439978
499,0.9983971109020244
500,0.9983989602142751
501,0.9984020695073565
502,0.9984062311762093
503,0.9984088307623807
504,0.9984101300881743
505,0.9984122025919389
506,0.998414083536151
507,0.9984157889738472
508,0.9984191212228872
509,0.9984220866957356
510,0.9984248763274032
511,0.998417413220339
512,0.998420873914222
513,0.9984253108122414
514,0.9984296737368292
515,0.9984325577706772
516,0.9984229871168309
517,0.9984234720580211
518,0.9984195748247133
519,0.9984021044330448
520,0.9984067420264716
521,0.9984099663770836
522,0.9984131723158748
523,0.9984150206002116
524,0.9984197747468663
525,0.9984199566363645
526,0.9984222895765824
527,0.9984238035423157
528,0.9984252141527585
529,0.998428888359811
530,0.9984320468582865
531,0.9984370504999742
532,0.9984307768411484
533,0.9984341583191415
534,0.9984352769369813
535,0.9984362413476723
536,0.9984387622265377
537,0.9984339451552171
538,0.9984374751930609
539,0.9984383144849915
540,0.9984396207433309
541,0.9984406965731178
542,0.9984420064949401
543,0.9984441797296395
544,0.9984461670067512
545,0.9984488136240662
546,0.9984528684374564
547,0.998456198431687
548,0.9984590031087942
549,0.9984600293079913
550,0.9984616003607467
551,0.9984643123924009
552,0.9984667100241938
553,0.9984435683502114
554,0.9984443250981031
555,0.99844435956334
556,0.9984467923165329
557,0.9984492252621602
558,0.9984529261886693
559,0.9984547124087724
560,0.99845692294879
561,0.99846014139578
562,0.9984621160521566
563,0.9984633688847567
564,0.9984655603176374
565,0.9984679037896736
566,0.998470706390454
567,0.9984696688566792
568,0.9984639444863549
569,0.9984659454307546
570,0.9984689614603128
571,0.9984730934254047
572,0.9984749532249583
573,0.9984756123038151
574,0.9984778391190641
575,0.9984819275050982
576,0.9984842852462779
577,0.9984859390220465
578,0.9984866405975987
579,0.9984845179985864
580,0.9984874839401235
581,0.9984901881983073
582,0.9984886316691655
583,0.9984894813082393
584,0.9984926499657008
585,0.9984948655302922
586,0.998497594488965
587,0.9984997329657365
588,0.9985031895298355
589,0.9985051417941176
590,0.9985034488702927
591,0.9985045665835426
592,0.9985072829579671
593,0.998509439500829
594,0.998512998756145
595,0.9985158136399954
596,0.9985182545475764
597,0.9985206917209293
598,0.9985235307729287
599,0.9985242458027143
600,0.9985249255151162
601,0.9985257250331275
602,0.9985269059823417
603,0.9985292101453821
604,0.9985313179301707
605,0.9985312858994686
606,0.9985319803640641
607,0.9985328313119545
608,0.998526257498136
609,0.9985296803788087
610,0.9985309356109643
611,0.9985320202084609
612,0.9985346277962426
613,0.9985370540091651
614,0.9985386717286926
615,0.9985427594880907
616,0.9985454100131695
617,0.9985493957889331
618,0.9985519970192908
619,0.9985113471093086
620,0.9985143572996714
621,0.9985167184813877
622,0.9985190729818032
623,0.9985205518640603
624,0.9985207223323668
625,0.9985223716525449
626,0.9985240191333702
627,0.9985247934499402
628,0.9985284343647935
629,0.9985300415227735
630,0.9985320569754307
631,0.9985332041489687
632,0.9985341489536959
633,0.9985357675273576
634,0.9985380994814782
635,0.9985387589725503
636,0.9985410748855669
637,0.9985415458574903
638,0.9985443399458701
639,0.9985447737478962
640,0.9985468719749997
641,0.998548841167871
642,0.9985517021036413
643,0.9985530768119506
644,0.9985487719045394
645,0.998551180425826
646,0.9985534920250171
647,0.9985543321092466
648,0.9985573784739673
649,0.9985597837167647
650,0.9985607869964767
651,0.9985523932269271
652,0.9985527642794141
653,0.9985549429181171
654,0.9985573999355705
655,0.9985587658424145
656,0.99856019985062
657,0.9985619297465085
658,0.9985627384089704
659,0.9985647110344799
660,0.9985676227425833
661,0.9985701066077339
662,0.9985713241600899
663,0.9985737610939103
664,0.9985766249557558
665,0.9985769205732609
666,0.9985783809343032
667,0.9985791809705956
668,0.9985806340110825
669,0.998581565430688
670,0.9985800858209047
671,0.9985789623380614
672,0.9985809861439366
673,0.9985827174614631
674,0.9985839449032752
675,0.9985846442988924
676,0.9985870288338362
677,0.9985888003798211
678,0.9985918993312375
679,0.9985799745545902
680,0.9985763047167137
681,0.9985773909165282
682,0.9985788215111293
683,0.998581422100872
684,0.998582798409895
685,0.9985834476516021
686,0.998584973594329
687,0.9985866046006382
688,0.9985892737175776
689,0.9985914347359651
690,0.9985926428264723
691,0.998593500154938
692,0.9985849342095663
693,0.9985866567348052
694,0.9985875073081096
695,0.9985898714619135
696,0.9985916241696778
697,0.9985932287083151
698,0.9985964930586914
699,0.9985972466578377
700,0.9985970944103199
701,0.9985691738242477
702,0.9985693764696396
703,0.9985718978294977
704,0.998562289143308
705,0.998563827897688
706,0.9985645818792183
707,0.998565848965407
708,0.998564852308245
709,0.9985580785531883
710,0.9985595104919667
711,0.9985607523078268
712,0.9985613755100555
713,0.9985489729818112
714,0.9985506599460288
715,0.9985488592021896
716,0.9985519370912702
717,0.9985539749354696
718,0.998536410050377
719,0.9985384168991641
720,0.9985282318547705
721,0.9985291864229138
722,0.9985318834791875
723,0.9985341296084309
724,0.9985354648882703
725,0.9985374127773836
726,0.9985399781291086
727,0.9985409711520506
728,0.9985431278422545
729,0.9985450792921426
730,0.9985450261177443
731,0.998546041277367
732,0.9985476518756553
733,0.9985413069060569
734,0.9985423815583944
735,0.9985203751220355
736,0.9985213821770013
737,0.9985231506154109
738,0.998522577209695
739,0.998524469873248
740,0.9985263415349688
741,0.998527157056783
742,0.9985311074174779
743,0.9985323613972472
744,0.9985328547860558
745,0.9985345922318779
746,0.9985351431464028
747,0.99853795067981
748,0.9985395451030975
749,0.9985413440309577
750,0.9985430155561665
751,0.9985437439848345
752,0.9985461305316292
753,0.9985469698383445
754,0.9985481151132558
755,0.9985493073072381
756,0.9985496579298985
757,0.9985105559683087
758,0.998514433998022
759,0.9985155545470207
760,0.9985186565325921
761,0.998503765197153
762,0.9985051419651098
763,0.9985030715396507
764,0.9985041278407552
765,0.9985053096885685
766,0.9985078197071516
767,0.9985092636374163
768,0.9985111320833904
769,0.9985126447731257
770,0.9985136806995173
771,0.9985167541181137
772,0.9985195262766504
773,0.9985201627099406
774,0.9985219224653732
775,0.9985224592566019
776,0.9985247408070449
777,0.9985272147921191
778,0.998527893990174
779,0.9985295445268384
780,0.9985248090438307
781,0.9985256729314728
782,0.9985240032417941
783,0.9985169250781796
784,0.9985183823365441
785,0.9985203166281045
786,0.9985220415149981
787,0.9985231693923053
788,0.9985253703762202
789,0.9985123411134242
790,0.9985128904980534
791,0.9984963278340547
792,0.9984969597912065
793,0.9984987065355672
794,0.9984962037616003
795,0.9984987591496289
796,0.9985013108937029
797,0.9985044807129784
798,0.9985073949282744
799,0.9985087747947626
800,0.9985127461066116
801,0.9985086573150231
802,0.9985095702119018
803,0.9985115108126821
804,0.9985138669519477
805,0.9985162710667885
806,0.9985175275229177
807,0.9985184401173505
808,0.9985193327705587
809,0.9985215635704806
810,0.9985226921027713
811,0.9985252443840722
812,0.9985268476973244
813,0.9985290784081053
814,0.9985292679328098
815,0.9985300157335825
816,0.9985317568697103
817,0.9985325701562021
818,0.9985338674768601
819,0.9985262724921589
820,0.9985284571283988
821,0.9985298535482497
822,0.9985305194116626
823,0.9985317473966654
824,0.9985332793417413
825,0.9985354837126735
826,0.9985365082522822
827,0.9985387023342888
828,0.9985415337743272
829,0.9985422188686925
830,0.9985444661636378
831,0.9985453991066039
832,0.9985467589394822
833,0.9985468420068501
834,0.9985477571130983
835,0.9985499829866765
836,0.9985500185043464
837,0.9985478680233545
838,0.9985490340839706
839,0.9985499133108338
840,0.9985512164640536
841,0.998552534596833
842,0.9985536646363707
843,0.998554145121462
844,0.9985554436869217
845,0.9985556126269035
846,0.9985564605922331
847,0.998558873883113
848,0.998559645226588
849,0.9985617501018882
850,0.9985375176991718
851,0.9985394372308424
852,0.9985372180300958
853,0.9985384912537307
854,0.9985038438660699
855,0.9985051241840387
856,0.9985067933074833
857,0.9985096726838586
858,0.9985124104861852
859,0.998513761478307
860,0.9985134988481441
861,0.9985128090250742
862,0.9985158363099137
863,0.9985067004038153
864,0.9985074104336731
865,0.9985089741521846
866,0.9985110196581519
867,0.9985117980106765
868,0.9985125802744838
869,0.9985137774925344
870,0.9985145261489584
871,0.9985108025735271
